Date,Message
"Aug 27, 2017 ",BART recovering: 20 min delay system wide due to equip prob. 
"Aug 27, 2017 ","BART recovering: major delay on SF line in SFO, MLBR and East Bay dirs due to an earlier equipment prob on track near DALY. "
"Aug 27, 2017 ","Major delay in svc between DALY and BALB on SF line in SFO, MLBR and East Bay dirs due to equip prob. "
"Aug 27, 2017 ","10 min delay between DALY and BALB on SF line in SFO, MLBR and East Bay dirs due to equip prob. "
"Aug 26, 2017 ",10 min delay on warm springs line in RICH and DALY dirs due to person(s) on track. 
"Aug 25, 2017 ",BART recovering: 10 min delay at LAKE in RICH and DALY dirs due to a medical emergency. 
"Aug 25, 2017 ",10 min delay at LAKE in RICH and DALY dirs due to a medical emergency. 
"Aug 25, 2017 ",BART recovering: 10 min delay on warm springs line in RICH and DALY dirs due to equip prob. 
"Aug 25, 2017 ",10 min delay on warm springs line in RICH and DALY dirs due to equip prob. 
"Aug 25, 2017 ",BART recovering: 20 min delay system wide in all dirs due to an earlier major medical emergency. 
"Aug 24, 2017 ",BART recovering: 20 min delay on PITT line in PITT and PHIL dirs due to police activity. 
"Aug 24, 2017 ",10 min delay on PITT line in PITT dir due to police activity. 
"Aug 24, 2017 ",BART recovering: 20 min delay on SF line in DUBL and warm springs dirs due to a major medical emergency. 
"Aug 24, 2017 ",A detailed BART service advisory has been issued: https://t.co/G8Clxd8beX 
"Aug 24, 2017 ",Stn closure at BAYF due to a major medical emergency. 
"Aug 24, 2017 ","Major delay at BAYF in DUBL, warm springs, RICH and DALY dirs due to a major medical emergency. "
"Aug 24, 2017 ",Delay developing at BAYF in RICH and DALY dirs due to a medical emergency. 
"Aug 24, 2017 ",10 min delay on PITT line in PITT dir due to equip prob. 
"Aug 24, 2017 ",BART recovering: 10 min delay at LAFY in SFO and DALY dirs due to police activity. 
"Aug 24, 2017 ",BART recovering: 10 min delay at MONT in East Bay dir due to an earlier equipment prob on a train. 
"Aug 24, 2017 ",10 min delay at MONT in East Bay dir due to equip prob. 
"Aug 24, 2017 ",10 min delay on PITT line in PITT dir due to equip prob. 
"Aug 23, 2017 ",BART recovering: 10 min delay at LAKE in all dirs due to an earlier medical emergency. 
"Aug 23, 2017 ",10 min delay between warm springs and RICH in RICH dir. 
"Aug 22, 2017 ",Trains are now stopping at MONT normal stn stops have resumed. 
"Aug 22, 2017 ","BART recovering: 10 min delay at MONT in SFO, MLBR and DALY dirs due to earlier police activity. "
"Aug 22, 2017 ","10 min delay at MONT in SFO, MLBR and DALY dirs due to police activity. "
"Aug 22, 2017 ","BART recovering: 10 min delay in downtown Oak in SFO, MLBR and East Bay dirs due to earlier track maintenance in MACR area. "
"Aug 22, 2017 ","10 min delay in downtown Oak in SFO, MLBR and East Bay dirs due to track maint in MACR area. "
"Aug 22, 2017 ",BART is recovering from earlier probs. 10 min delay system wide in all dirs. 
"Aug 22, 2017 ",10 min delay between DUBL and DALY due to equip prob. 
"Aug 22, 2017 ","BART recovering: major delay on SF line in SFO, MLBR and DALY dirs due to equip prob. "
"Aug 22, 2017 ","20 min delay on SF line in SFO, MLBR and DALY dirs due to equip prob. "
"Aug 22, 2017 ",BART recovering: 10 min delay in East Bay dirs due to equip prob. 
"Aug 22, 2017 ","BART recovering: 10 min delay at CIVC on SF line in PITT, DUBL, warm springs, RICH, SFO, MLBR and DALY dirs due to equip prob. "
"Aug 21, 2017 ","10 min delay at CIVC on SF line in PITT, DUBL, warm springs, RICH, SFO, MLBR and DALY dirs due to equip prob. "
"Aug 21, 2017 ",BART recovering: 10 min delay on FRMT line in RICH and DALY dirs due to equip prob. 
"Aug 21, 2017 ",BART recovering: 10 min delay at 12TH in FRMT and SFO dirs due to police activity. 
"Aug 21, 2017 ",10 min delay at 12TH in FRMT and SFO dirs due to police activity. 
"Aug 21, 2017 ",10 min delay on DUBL line in DUBL and DALY dirs due to equip prob in WDUB area. 
"Aug 21, 2017 ",BART recovering: 10 min delay in RICH and MLBR dirs due to equip prob. 
"Aug 21, 2017 ","10 min delay on RICH line in FRMT, RICH and MLBR dirs due to equip prob. "
"Aug 19, 2017 ",10 min delay at WCRK in PITT and SFO dirs due to track maint. 
"Aug 18, 2017 ","BART recovering: 10 min delay at MACR in SFO, MLBR and East Bay dirs due to earlier track maintenance. "
"Aug 18, 2017 ","10 min delay at MACR in SFO, MLBR and East Bay dirs due to track maint. "
"Aug 17, 2017 ",BART recovering: 10 min delay at WCRK in PITT and SFO dirs due to earlier debris on track. 
"Aug 17, 2017 ",10 min delay at WCRK in PITT and SFO dirs due to debris on trackway. 
"Aug 17, 2017 ",BART recovering: 10 min delay on PITT line in PITT and SFO dirs due to debris in tracks in WCRK area. 
"Aug 17, 2017 ",10 min delay between WCRK and LAFY in PITT and SFO dirs due to debris in tracks. 
"Aug 17, 2017 ","BART recovering: 10 min delay at peninsula stns in SFO, MLBR and East Bay dirs due to an earlier equipment prob on a train. "
"Aug 17, 2017 ",BART recovering: 10 min delay at SSAN in SF and East Bay dirs due to equip prob. 
"Aug 17, 2017 ",10 min delay at SSAN in SFO and MLBR dirs due to equip prob. 
"Aug 16, 2017 ",10 min delay at LAKE in DUBL and FRMT dirs. 
"Aug 16, 2017 ","BART recovering: 10 min delay in downtown Oak in PITT, FRMT and SF dirs due to track issues in MACR area. "
"Aug 16, 2017 ","10 min delay in downtown Oak in PITT, FRMT and SF dirs due to track issues in MACR area. "
"Aug 16, 2017 ","10 min delay in downtown Oak in PITT, FRMT and SF dirs due to an earlier equipment prob on a train and track issues in MACR area. "
"Aug 16, 2017 ",10 min delay at ROCK in PITT dir due to equip prob. 
"Aug 15, 2017 ",BART recovering: 10 min delay at 24TH in East Bay dir due to equip prob. 
"Aug 15, 2017 ",10 min delay at 24TH in East Bay dir due to equip prob. 
"Aug 15, 2017 ",BART recovering: 10 min delay on FRMT line in RICH and DALY dirs due to track maint. 
"Aug 15, 2017 ","BART recovering: 10 min delay at SF stns in SFO, MLBR, DALY and East Bay dirs due to an earlier medical emergency at CIVC. "
"Aug 15, 2017 ","Delay developing at SF stns in SFO, MLBR, DALY and East Bay dirs due to a medical emergency at CIVC. "
"Aug 15, 2017 ",BART recovering: 20 min delay on PITT line in SFO and PITT dirs due to a person that was in trackway. 
"Aug 15, 2017 ",20 min delay between CONC and NCON on PITT line in PITT and SFO dirs due to a person on track. 
"Aug 15, 2017 ",10 min delay between CONC and NCON on PITT line in PITT and SFO dirs due to a person on track. 
"Aug 14, 2017 ","BART recovering: 20 min delay on RICH line in FRMT, RICH and MLBR dirs due to equip prob. "
"Aug 14, 2017 ","20 min delay on RICH line in FRMT, RICH and MLBR dirs due to equip prob. "
"Aug 14, 2017 ","10 min delay on RICH line in FRMT, RICH and MLBR dirs due to equip prob. "
"Aug 14, 2017 ",BART recovering: 10 min delay at ORIN in SFO dir due to police activity. 
"Aug 14, 2017 ",10 min delay at ORIN in SFO dir due to police activity. 
"Aug 14, 2017 ","BART recovering: 10 min delay at SF stns in SFO, MLBR, DALY and East Bay dirs due to an earlier equipment prob on a train. "
"Aug 14, 2017 ","10 min delay at SF stns in SFO, MLBR and DALY dirs due to an earlier equipment prob on a train. "
"Aug 14, 2017 ","BART recovering: 10 min delay on RICH line in FRMT, RICH and MLBR dirs due to equip prob. "
"Aug 14, 2017 ","10 min delay on RICH line in FRMT, RICH and MLBR dirs due to equip prob at RICH. "
"Aug 12, 2017 ",BART recovering: 10 min delay at WOAK in PITT and DUBL dirs due to a medical emergency. 
"Aug 11, 2017 ","BART recovering: 10 min delay at SANL in FRMT, RICH and DALY dirs due to police activity. "
"Aug 11, 2017 ",10 min delay at SANL in RICH and DALY dirs due to police activity. 
"Aug 11, 2017 ","BART recovering: 10 min delay on SF line in SFO, MLBR and DALY dirs due to police activity. "
"Aug 11, 2017 ",BART recovering: 20 min delay on SF line in East Bay dir due to equip prob. 
"Aug 11, 2017 ",20 min delay on SF line in East Bay dir due to equip prob. 
"Aug 11, 2017 ",10 min delay on SF line in East Bay dir due to equip prob. 
"Aug 10, 2017 ","BART recovering: 10 min delay at COLS on FRMT line in DUBL, warm springs, FRMT, RICH and DALY dirs due to police activity. "
"Aug 10, 2017 ","10 min delay at COLS on FRMT line in DUBL, warm springs, FRMT, RICH and DALY dirs due to police activity. "
"Aug 09, 2017 ","BART recovering: 10 min delay at EMBR in SFO, MLBR and DALY dirs due to an earlier equipment prob on a train. "
"Aug 09, 2017 ","10 min delay at EMBR in SFO, MLBR and DALY dirs due to equip prob. "
"Aug 09, 2017 ",BART recovering: 10 min delay at 24TH in East Bay dir due to earlier track inspections. 
"Aug 09, 2017 ",10 min delay at 24TH in East Bay dir due to track inspections. 
"Aug 09, 2017 ","BART recovering: 10 min delay at 16TH in SFO, MLBR and DALY dirs due to police activity. "
"Aug 09, 2017 ","10 min delay at 16TH in SFO, MLBR and DALY dirs due to police activity. "
"Aug 09, 2017 ",BART recovering: major delay at POWL on SF line in PITT and DUBL dirs due to equip prob. 
"Aug 09, 2017 ","BART recovering: major delay at POWL on SF line in PITT, DUBL, SFO, MLBR and DALY dirs due to equip prob. "
"Aug 09, 2017 ","Major delay at POWL on SF line in PITT, DUBL, SFO, MLBR and DALY dirs due to equip prob. "
"Aug 09, 2017 ","Major delay at POWL on SF line in PITT, SFO, MLBR and DALY dirs due to equip prob. "
"Aug 09, 2017 ","20 min delay at POWL in PITT, SFO, MLBR and DALY dirs due to equip prob. "
"Aug 09, 2017 ",BART recovering: trains are now stopping at UCTY. 
"Aug 09, 2017 ",Trains are not stopping at UCTY in RICH dir due to police activity. Warm springs/south FRMT trains are stopping. 
"Aug 09, 2017 ",Trains are not stopping at UCTY due to police activity. 
"Aug 08, 2017 ",10 min delay between SF stns and East Bay stns in East Bay dir due to obstruction. 
"Aug 06, 2017 ",BART recovering: 10 min delay on PITT line in PITT dir due to an earlier equipment prob on a train. 
"Aug 06, 2017 ",10 min delay at 24TH in PITT and DUBL dirs due to equip prob. 
"Aug 05, 2017 ",BART recovering: 10 min delay at DALY in SFO and East Bay dirs due to an earlier equipment prob on track. 
"Aug 05, 2017 ",10 min delay at DALY in SFO and East Bay dirs due to equip prob. 
"Aug 05, 2017 ",BART recovering: 10 min delay at DALY in East Bay dir due to an earlier equipment prob on a train. 
"Aug 05, 2017 ",BART recovering: 10 min delay at DBRK in warm springs and RICH dirs due to an earlier equipment prob on track. 
"Aug 05, 2017 ",10 min delay at DBRK in warm springs and RICH dirs due to equip prob. 
"Aug 04, 2017 ","BART recovering: 10 min delay at BAYF in DUBL, warm springs, RICH and DALY dirs due to police activity. "
"Aug 04, 2017 ","10 min delay at BAYF in DUBL, warm springs, RICH and DALY dirs due to police activity. "
"Aug 03, 2017 ",BART recovering: 10 min delay at WCRK in PITT and SFO dirs due to an earlier equipment prob on a train. 
"Aug 03, 2017 ",10 min delay at WCRK in PITT dir due to equip prob. 
"Aug 03, 2017 ",10 min delay in PITT dir due to equip prob. 
"Aug 01, 2017 ","BART recovering: 10 min delay at SF stns in SFO, MLBR, DALY and East Bay dirs due to unauthorized person(s) on track. "
"Aug 01, 2017 ","BART recovering: 10 min delay at EMBR in SFO, MLBR and DALY dirs due to an earlier equipment prob on a train. "
"Aug 01, 2017 ","10 min delay at EMBR in SFO, MLBR and DALY dirs due to equip prob. "
"Aug 01, 2017 ","10 min delay on PITT line in SFO, SF and 24TH dirs due to equip prob. "
"Jul 28, 2017 ",BART recovering: 10 min delay at CONC in PITT dir due to an earlier equipment prob on a train. 
"Jul 28, 2017 ","BART recovering: 10 min delay on warm springs line in DUBL, warm springs, RICH and DALY dirs due to equip prob. "
"Jul 28, 2017 ",10 min delay on warm springs line in warm springs and RICH dirs due to equip prob. 
"Jul 27, 2017 ",BART recovering: 10 min delay in downtown Oak in SFO dir due to an earlier equipment prob on a train and police activity. 
"Jul 27, 2017 ",BART recovering: 10 min delay at BAYF in DUBL and warm springs dirs due to a medical emergency. 
"Jul 27, 2017 ",10 min delay at BAYF in DUBL and warm springs dirs due to a medical emergency. 
"Jul 26, 2017 ",BART recovering: 10 min delay on PITT line in DALY dir due to an earlier medical emergency. 
"Jul 26, 2017 ","BART recovering: 20 min delay at 24TH in SFO, MLBR, DALY and East Bay dirs due to equip prob. "
"Jul 26, 2017 ",BART recovering: 10 min delay at 24TH in DALY and East Bay dirs due to equip prob. 
"Jul 26, 2017 ","10 min delay at 24TH in PITT, DUBL, RICH, SFO, MLBR and DALY dirs due to equip prob. "
"Jul 25, 2017 ","BART recovering: 10 min delay at DELN in warm springs, RICH and MLBR dirs due to police activity. "
"Jul 25, 2017 ","10 min delay at DELN in warm springs, RICH and MLBR dirs due to police activity. "
"Jul 25, 2017 ",Police matter at BAYF has been resolved. Normal stops for trains at BAYF. 
"Jul 25, 2017 ",Trains are not stopping at BAYF due to police activity. 
"Jul 25, 2017 ",BART recovering: 10 min delay in downtown Oak in PITT and RICH dirs due to police activity. 
"Jul 25, 2017 ",BART recovering: 10 min delay at SF stns in SFO dir due to police activity. 
"Jul 25, 2017 ",10 min delay at SF stns in SFO dir due to police activity. 
"Jul 25, 2017 ",10 min delay in downtown Oak in PITT and RICH dirs due to police activity. 
"Jul 24, 2017 ",BART recovering: 10 min delay at WDUB in DUBL and DALY dirs due to equip prob. 
"Jul 24, 2017 ","BART recovering: 20 min delay between SFO and SBRN in PITT, RICH, SFO and MLBR dirs due to equip prob. "
"Jul 24, 2017 ","20 min delay between SFO and SBRN in PITT, RICH, SFO and MLBR dirs due to equip prob. "
"Jul 24, 2017 ","10 min delay between SFO and SBRN in PITT, RICH, SFO and MLBR dirs due to equip prob. "
"Jul 24, 2017 ","BART recovering: 10 min delay at BALB in SFO, MLBR and DALY dirs due to police activity. "
"Jul 24, 2017 ","10 min delay at BALB in SFO, MLBR and DALY dirs due to police activity. "
"Jul 24, 2017 ",BART recovering: 10 min delay on PITT line in PITT and SFO dirs due to earlier pg&e power issues in ORIN area. 
"Jul 24, 2017 ",10 min delay between ORIN and ROCK in PITT and SFO dirs due to pg&e power issues. 
"Jul 24, 2017 ","1 elev out of svc, NBRK stn elev . "
"Jul 24, 2017 ","2 elevs out of svc, POWL st elev and NBRK stn elev . "
"Jul 23, 2017 ","BART recovering: 10 min delay at 12TH in warm springs, FRMT and SF dirs due to police activity. "
"Jul 23, 2017 ","10 min delay at 12TH in warm springs, FRMT and SF dirs due to police activity. "
"Jul 23, 2017 ","BART recovering: 10 min delay at WOAK in SFO, MLBR and DALY dirs due to equip prob. "
"Jul 23, 2017 ","10 min delay at WOAK in SFO, MLBR and DALY dirs due to equip prob. "
"Jul 22, 2017 ","BART recovering: 10 min delay at CIVC in SFO, MLBR and DALY dirs due to a earlier medical emergency. "
"Jul 22, 2017 ","10 min delay at CIVC in SFO, MLBR and DALY dirs due to a medical emergency. "
"Jul 22, 2017 ","10 min delay at WOAK in SFO, MLBR, DALY and East Bay dirs due to equip prob. "
"Jul 21, 2017 ","BART recovering: 10 min delay at EMBR in SFO, MLBR and DALY dirs due to police activity. "
"Jul 21, 2017 ",20 min delay in SFO and MLBR dirs due to equip prob. 
"Jul 21, 2017 ",10 min delay at 16TH in East Bay dir due to police activity. 
"Jul 21, 2017 ","10 min delay at WOAK in PITT, DUBL, warm springs and RICH dirs due to equip prob. "
"Jul 20, 2017 ",BART recovering: 10 min delay at UCTY in RICH and DALY dirs due to equip prob. 
"Jul 20, 2017 ","10 min delay at UCTY in warm springs, FRMT, RICH and DALY dirs due to equip prob. "
"Jul 18, 2017 ","BART recovering: 10 min delay at SANL in DUBL, warm springs and DALY dirs due to equip prob. "
"Jul 18, 2017 ","10 min delay at SANL in DUBL, warm springs and DALY dirs due to equip prob. "
"Jul 18, 2017 ",BART recovering: 20 min delay at SF stns in East Bay dir due to an earlier equipment prob on track at EMBR. 
"Jul 18, 2017 ",BART recovering: 10 min delay at SF stns in East Bay dir due to equip prob. 
"Jul 18, 2017 ",10 min delay at SF stns in East Bay dir due to equip prob. 
"Jul 18, 2017 ","BART recovering: 10 min delay at SF stns in SFO, MLBR and DALY dirs due to police activity at CIVC. "
"Jul 18, 2017 ",BART recovering: 10 min delay on PITT line in PITT and SF dirs due to an earlier equipment prob on a train. 
"Jul 18, 2017 ",10 min delay on PITT line in SF dir due to equip prob. 
"Jul 17, 2017 ","BART recovering: 10 min delay in downtown Oak in SFO, MLBR and DALY dirs due to an earlier medical emergency at WOAK. "
"Jul 17, 2017 ","10 min delay in downtown Oak in SFO, MLBR and DALY dirs due to a medical emergency at WOAK. "
"Jul 17, 2017 ",BART recovering: 10 min delay on PITT line in PITT and SF dirs due to equip prob. 
"Jul 17, 2017 ",10 min delay on PITT line in PITT and SF dirs due to equip prob. 
"Jul 17, 2017 ",Trains are not stopping at DALY due to police activity. 
"Jul 17, 2017 ",BART recovering: 20 min delay between HAYW and SHAY on warm springs line in warm springs and FRMT dirs due to a fire near trackway. 
"Jul 17, 2017 ",20 min delay between HAYW and SHAY on warm springs line in warm springs and FRMT dirs due to a fire reported near trackway. 
"Jul 17, 2017 ","BART recovering: major delay on FRMT line in DUBL, FRMT, RICH and DALY dirs due to an earlier equipment prob on a train at COLS. "
"Jul 17, 2017 ","Major delay on FRMT line in DUBL, FRMT, RICH and DALY dirs due to equip prob at COLS stn. "
"Jul 17, 2017 ","20 min delay on FRMT line in DUBL, FRMT, RICH and DALY dirs due to equip prob at COLS stn. "
"Jul 17, 2017 ",10 min delay on FRMT line in RICH and DALY dirs due to equip prob at COLS stn. 
"Jul 16, 2017 ","20 min delay between DALY and BALB on SF line in PITT, DUBL, SFO and MLBR dirs due to track maint. "
"Jul 15, 2017 ",BART recovering: 10 min delay on SF line in MLBR and DALY dirs due to equip prob. 
"Jul 14, 2017 ","BART recovering: 10 min delay at ASBY in warm springs, FRMT, RICH and MLBR dirs due to police activity. "
"Jul 14, 2017 ","10 min delay at ASBY in warm springs, FRMT, RICH and MLBR dirs due to police activity. "
"Jul 14, 2017 ","10 min delay between 12TH and MACR in PITT, warm springs, RICH and SFO dirs due to police activity. "
"Jul 14, 2017 ",10 min delay between DUBL and DALY in DALY dir due to equip prob. 
"Jul 13, 2017 ",BART recovering: 10 min delay on RICH line in FRMT and MLBR dirs due to equip prob. 
"Jul 13, 2017 ",10 min delay on RICH line in FRMT and MLBR dirs due to equip prob. 
"Jul 13, 2017 ",10 min delay on RICH line in FRMT dir due to equip prob. 
"Jul 13, 2017 ",BART recovering: 10 min delay at FTVL in DUBL and warm springs dirs due to police activity. 
"Jul 13, 2017 ",10 min delay at FTVL in DUBL and warm springs dirs due to police activity. 
"Jul 13, 2017 ",BART recovering: 10 min delay in PITT and DUBL dirs due to equip prob. 
"Jul 12, 2017 ",10 min delay at GLEN in East Bay dir due to police activity. 
"Jul 12, 2017 ",BART recovering: 20 min delay between WOAK and EMBR in PITT and DUBL dirs due to unscheduled track maintenance. 
"Jul 12, 2017 ",20 min delay between WOAK and EMBR in PITT and DUBL dirs due to unscheduled track maintenance. 
"Jul 12, 2017 ",10 min delay system wide due to unscheduled track maintenance in WOAK area. 
"Jul 11, 2017 ","BART recovering: 10 min delay in downtown Oak in SFO, MLBR and DALY dirs due to police activity and medical emergency. "
"Jul 11, 2017 ","10 min delay in downtown Oak in SFO, MLBR and DALY dirs due to police activity at WOAK and a medical emergency at LAKE. "
"Jul 11, 2017 ",BART recovering: 10 min delay at SF stns in East Bay dir due to equip prob. 
"Jul 11, 2017 ",10 min delay at SF stns in East Bay dir due to equip prob. 
"Jul 11, 2017 ",BART recovering: 10 min delay at DELN in FRMT and MLBR dirs due to equip prob. 
"Jul 11, 2017 ",10 min delay at DELN in FRMT and MLBR dirs due to equip prob. 
"Jul 10, 2017 ","BART recovering: 10 min delay at SF and peninsula stns in SFO, MLBR, DALY and East Bay dirs due to earlier medical emergencies. "
"Jul 10, 2017 ","BART recovering: 10 min delay at EMBR in SFO, MLBR and DALY dirs due to a medical emergency. "
"Jul 10, 2017 ","10 min delay at EMBR in SFO, MLBR and DALY dirs due to a medical emergency. "
"Jul 09, 2017 ",10 min delay in berkeley hills tunnel between ROCK and ORIN in PITT and SFO dirs due to track maint. 
"Jul 08, 2017 ",Attention SFO riders airtrain passenger shuttle at SFO is out of svc until further notice. 
"Jul 08, 2017 ",Airtrain at SFO is out of svc until further notice. 
"Jul 08, 2017 ","Trains are not stopping at GLEN on SF line in SFO, MLBR and East Bay dirs due to police activity. "
"Jul 07, 2017 ",BART recovering: 20 min delay on SF line in East Bay dir due to an earlier medical emergency at 16th and mission. 
"Jul 07, 2017 ",20 min delay at 16TH on SF line in East Bay dir due to a medical emergency. 
"Jul 07, 2017 ",10 min delay at 16TH on SF line in East Bay dir due to a medical emergency. 
"Jul 07, 2017 ","10 min delay at RICH in FRMT, RICH and MLBR dirs due to equip prob. "
"Jul 07, 2017 ","BART recovering: 10 min delay at SF stns in SFO, MLBR and DALY dirs due to an earlier equipment prob on a train. "
"Jul 07, 2017 ","10 min delay at SF stns in SFO, MLBR and DALY dirs due to equip prob. "
"Jul 07, 2017 ",BART recovering: 10 min delay system wide due to earlier track maintenance in downtown Oak. 
"Jul 07, 2017 ",10 min delay system wide due to earlier track maintenance in downtown Oak. 
"Jul 07, 2017 ",BART recovering: 10 min delay at SF stns in East Bay dir due to equip prob. 
"Jul 07, 2017 ",10 min delay at SF stns in East Bay dir due to equip prob. 
"Jul 06, 2017 ",BART recovering: 10 min delay at DALY in East Bay dir due to police activity. 
"Jul 06, 2017 ",10 min delay at DALY in East Bay dir due to police activity. 
"Jul 06, 2017 ",10 min delay at LAFY in PITT and SFO dirs due to track maint. 
"Jul 06, 2017 ","BART recovering: 10 min delay on SF line in SFO, MLBR and DALY dirs due to equip prob. "
"Jul 06, 2017 ","10 min delay on SF line in SFO, MLBR and DALY dirs due to equip prob. "
"Jul 06, 2017 ","BART recovering: 10 min delay at COLS in DUBL, warm springs and FRMT dirs due to equip prob. "
"Jul 06, 2017 ","10 min delay at COLS in DUBL, warm springs and FRMT dirs due to equip prob. "
"Jul 05, 2017 ","BART recovering: 10 min delay on RICH line in FRMT, RICH and MLBR dirs due to equip prob. "
"Jul 05, 2017 ","10 min delay on RICH line in FRMT, RICH and MLBR dirs due to equip prob. "
"Jul 05, 2017 ","BART recovering: 10 min delay at SANL in DUBL, warm springs and FRMT dirs due to an earlier equipment prob on a train. "
"Jul 05, 2017 ","10 min delay at SANL in DUBL, warm springs and FRMT dirs due to equip prob. "
"Jul 05, 2017 ",BART recovering: 10 min delay at SHAY in RICH and DALY dirs due to earlier track maintenance. 
"Jul 05, 2017 ",10 min delay at SHAY in RICH and DALY dirs due to unscheduled track maintenance. 
"Jul 04, 2017 ","BART recovering: 10 min delay at 12TH in warm springs, SFO and MLBR dirs due to police activity. "
"Jul 04, 2017 ","10 min delay at 12TH in warm springs, SFO and MLBR dirs due to police activity. "
"Jul 04, 2017 ","20 min delay between 16TH and DALY in SFO, MLBR, DALY and East Bay dirs due to track maint. "
"Jul 03, 2017 ","BART recovering: 10 min delay at BALB in SFO, MLBR and East Bay dirs due to equip prob. "
"Jul 03, 2017 ","BART recovering: 20 min delay at BALB in SFO, MLBR and East Bay dirs due to equip prob. "
"Jul 03, 2017 ","BART recovering: major delay at BALB in SFO, MLBR, DALY and East Bay dirs due to equip prob. "
"Jul 03, 2017 ","BART recovering: 20 min delay at BALB in SFO, MLBR, DALY and East Bay dirs due to equip prob. "
"Jul 03, 2017 ","BART recovering: 5 min delay at BALB in SFO, MLBR and DALY dirs due to an earlier equipment prob on track. "
"Jul 03, 2017 ","20 min delay between 24TH and DALY in SFO, MLBR, DALY and East Bay dirs due to equip prob in BALB area. "
"Jul 03, 2017 ","10 min delay between 24TH and DALY in SFO, MLBR, DALY and East Bay dirs due to equip prob in BALB area. "
"Jul 03, 2017 ","10 min delay at BALB on SF line in SFO, MLBR, DALY and East Bay dirs due to equip prob. "
"Jul 03, 2017 ",10 min delay at BALB on SF line in East Bay dir due to equip prob. 
"Jul 03, 2017 ","BART recovering: 10 min delay on RICH line in warm springs, RICH and MLBR dirs due to police activity. "
"Jul 03, 2017 ",10 min delay on RICH line in warm springs and RICH dirs due to police activity at el cerritto del norte. 
"Jul 02, 2017 ",BART recovering: 10 min delay at 19TH in PITT dir due to equip prob. 
"Jul 02, 2017 ","BART recovering: 10 min delay at 16TH in PITT, SFO and DALY dirs due to equip prob. "
"Jul 02, 2017 ","10 min delay at 16TH in PITT, SFO and DALY dirs due to equip prob. "
"Jul 01, 2017 ",10 min delay on PITT line in PITT and SFO dirs due to equip prob. 
"Jun 30, 2017 ","BART recovering: 10 min delay at SBRN in SFO, MLBR and East Bay dirs due to an earlier equipment prob on track. "
"Jun 30, 2017 ","10 min delay at SBRN in SFO, MLBR and East Bay dirs due to equip prob. "
"Jun 30, 2017 ",BART recovering: 10 min delay at COLS in DUBL and warm springs dirs due to police activity. 
"Jun 29, 2017 ",BART recovering: 20 min delay on SF line in East Bay dir due to police activity. 
"Jun 29, 2017 ",10 min delay system wide. 
"Jun 29, 2017 ",20 min delay system wide. 
"Jun 29, 2017 ",BART recovering: 20 min delay system wide due to police activity. 
"Jun 29, 2017 ",BART recovering: 10 min delay on SF line in East Bay dir due to equip prob. 
"Jun 28, 2017 ",10 min delay on SF line in East Bay dir due to equip prob. 
"Jun 28, 2017 ",A detailed BART service advisory has been issued: https://t.co/G8Clxd8beX 
"Jun 28, 2017 ",10 min delay between SF stns and East Bay stns in warm springs and RICH dirs due to equip prob. 
"Jun 28, 2017 ","BART recovering: 10 min delay at WOAK in PITT, DUBL, RICH and MLBR dirs due to police activity. "
"Jun 28, 2017 ","10 min delay at WOAK in PITT, DUBL and RICH dirs due to police activity. "
"Jun 28, 2017 ",10 min delay between SF stns and East Bay stns in East Bay dir. 
"Jun 28, 2017 ",10 min delay on SF line in warm springs dir due to equip prob. 
"Jun 28, 2017 ",10 min delay between warm springs and DALY in DALY dir due to equip prob. 
"Jun 27, 2017 ","BART recovering: 10 min delay on FRMT line in warm springs, RICH and DALY dirs due to equip prob. "
"Jun 27, 2017 ",BART recovering: 10 min delay on FRMT line in RICH and DALY dirs due to equip prob. 
"Jun 27, 2017 ",BART recovering: 10 min delay on SF line in East Bay dir due to track maint. 
"Jun 27, 2017 ",10 min delay on SF line in East Bay dir due to track maint. 
"Jun 27, 2017 ","BART recovering: 10 min delay at WOAK in SFO, MLBR and DALY dirs due to a medical emergency. "
"Jun 27, 2017 ",BART recovering: 10 min delay at COLS in RICH and DALY dirs due to police activity. 
"Jun 27, 2017 ",10 min delay at COLS in RICH and DALY dirs due to police activity. 
"Jun 27, 2017 ",Trains are now stopping at GLEN. Normal running at GLEN. 
"Jun 27, 2017 ",Trains are not stopping at GLEN due to police activity. 
"Jun 27, 2017 ",728 DALY train out of north CONC has been removed from svc today due to mechanical probs. 
"Jun 27, 2017 ",BART recovering: 10 min delay system wide due to earlier trackside equipment probs near POWL stn. 
"Jun 27, 2017 ",BART recovering: 20 min delay on SF line in East Bay dir due to equip prob. 
"Jun 27, 2017 ",10 min delay on SF line in East Bay dir due to equip prob. 
"Jun 27, 2017 ",BART recovering: 10 min delay in East Bay dir due to a medical emergency. 
"Jun 26, 2017 ",BART recovering: 10 min delay on SF line in East Bay dir due to a medical emergency. 
"Jun 26, 2017 ",10 min delay at warm springs in DALY dir due to equip prob. 
"Jun 26, 2017 ",BART recovering: 10 min delay at FRMT in RICH dir due to equip prob. 
"Jun 26, 2017 ",10 min delay at FRMT in RICH dir due to equip prob. 
"Jun 26, 2017 ",BART recovering: 20 min delay on PITT line in PITT dir due to police activity at 12th st and ROCK stns. 
"Jun 26, 2017 ",BART recovering: 10 min delay on PITT line in PITT dir due to police activity at 12th st and ROCK stns. 
